id	occurrenceID	measurementType	measurementTypeID	measurementValue	measurementUnit	measurementUnitID
HAEDAT:US-16:US-08-001	HAEDAT:US-16:US-08-001:causative:2536	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	277000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-03:JP-01-013	HAEDAT:JP-03:JP-01-013:causative:2373	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	22400000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-04:PT-08-001	HAEDAT:PT-04:PT-08-001:causative:2537	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3 000 000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-03:JP-01-014	HAEDAT:JP-03:JP-01-014:causative:2374	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1,6000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-08-007	HAEDAT:PT-03:PT-08-007:causative:2547	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	420	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-04:JP-01-009	HAEDAT:JP-04:JP-01-009:causative:2367	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2,3888,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-04:JP-01-010	HAEDAT:JP-04:JP-01-010:causative:2366	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	12,610,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-03:JP-01-011	HAEDAT:JP-03:JP-01-011:causative:2368	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	17,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-03:JP-01-012	HAEDAT:JP-03:JP-01-012:causative:2369	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	113800000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-03:JP-01-015	HAEDAT:JP-03:JP-01-015:causative:2376	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	18,880,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-08-005	HAEDAT:PT-07:PT-08-005:causative:2542	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	300	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-08-006	HAEDAT:PT-07:PT-08-006:causative:2543	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2180	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-08-003	HAEDAT:PT-07:PT-08-003:causative:2545	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	360	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-08-009	HAEDAT:PT-03:PT-08-009:causative:2549	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	11600	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-08-010	HAEDAT:PT-03:PT-08-010:causative:2550	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3160	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-08-011	HAEDAT:PT-03:PT-08-011:causative:2551	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	10300	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-08-012	HAEDAT:PT-03:PT-08-012:causative:2552	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1660	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-08-013	HAEDAT:PT-03:PT-08-013:causative:2553	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	93700	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-08-014	HAEDAT:PT-03:PT-08-014:causative:2554	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	17320	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-08-015	HAEDAT:PT-03:PT-08-015:causative:2555	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	33040	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-08-016	HAEDAT:PT-03:PT-08-016:causative:2556	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	9140	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-15:US-08-002	HAEDAT:US-15:US-08-002:causative:12767	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	130600	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-16:US-08-003	HAEDAT:US-16:US-08-003:causative:12768	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	755000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-02:PT-08-017	HAEDAT:PT-02:PT-08-017:causative:2573	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	16420	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-10:US-08-006	HAEDAT:US-10:US-08-006:causative:2565	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1,630,,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-10:US-08-007	HAEDAT:US-10:US-08-007:causative:2564	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	40,,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-10:US-08-008	HAEDAT:US-10:US-08-008:causative:2566	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5/680,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-10:US-08-009	HAEDAT:US-10:US-08-009:causative:2567	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	8,400,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-10:US-08-010	HAEDAT:US-10:US-08-010:causative:2568	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	17,150,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-10:US-08-011	HAEDAT:US-10:US-08-011:causative:2569	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	7,920,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-02:PT-08-018	HAEDAT:PT-02:PT-08-018:causative:2574	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3600	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-18:US-08-017	HAEDAT:US-18:US-08-017:causative:2580	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3333	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-15:US-05-003	HAEDAT:US-15:US-05-003:causative:13026	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	301,600	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-16:US-05-004	HAEDAT:US-16:US-05-004:causative:12757	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	4,836,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-007	HAEDAT:US-17:US-05-007:causative:2586	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.7x10^4	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-007	HAEDAT:US-17:US-05-007:causative:2587	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	8.2x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-007	HAEDAT:US-17:US-05-007:causative:2588	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.0x10^2	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-007	HAEDAT:US-17:US-05-007:causative:2589	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2.0x10^2	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-008	HAEDAT:US-17:US-05-008:causative:2590	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.3x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-008	HAEDAT:US-17:US-05-008:causative:2591	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2.6x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-008	HAEDAT:US-17:US-05-008:causative:2592	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.7x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-008	HAEDAT:US-17:US-05-008:causative:2593	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.3x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-009	HAEDAT:US-17:US-05-009:causative:2595	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2.9x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-009	HAEDAT:US-17:US-05-009:causative:2596	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3.1x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-009	HAEDAT:US-17:US-05-009:causative:2597	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.0x10^4	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-010	HAEDAT:US-17:US-05-010:causative:2598	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5.38x10^6	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-010	HAEDAT:US-17:US-05-010:causative:2599	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.42x10^6	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-011	HAEDAT:US-17:US-05-011:causative:2600	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2.1x10^6	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-011	HAEDAT:US-17:US-05-011:causative:2601	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.9x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-011	HAEDAT:US-17:US-05-011:causative:2602	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.2x10^6	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-012	HAEDAT:US-17:US-05-012:causative:2603	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5.05x10^8	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-012	HAEDAT:US-17:US-05-012:causative:2604	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2.42x10^7	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-012	HAEDAT:US-17:US-05-012:causative:2605	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2.78x10^7	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-013	HAEDAT:US-17:US-05-013:causative:2606	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	4.46x10^8	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-013	HAEDAT:US-17:US-05-013:causative:2607	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	9.10x10^7	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-014	HAEDAT:US-17:US-05-014:causative:2608	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5.2x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-014	HAEDAT:US-17:US-05-014:causative:2609	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3.5x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-014	HAEDAT:US-17:US-05-014:causative:2610	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.9x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-014	HAEDAT:US-17:US-05-014:causative:2611	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2.0x10^6	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-014	HAEDAT:US-17:US-05-014:causative:2612	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3.7x10^4	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-014	HAEDAT:US-17:US-05-014:causative:2613	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	6.9x10^4	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-05-014	HAEDAT:US-17:US-05-014:causative:2614	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	detected	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-10:US-05-017	HAEDAT:US-10:US-05-017:causative:2617	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	56,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-08:US-05-018	HAEDAT:US-08:US-05-018:causative:2618	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	19,500,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-09:US-05-021	HAEDAT:US-09:US-05-021:causative:2619	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-18:US-05-023	HAEDAT:US-18:US-05-023:causative:2620	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.7x10^9	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-18:US-05-024	HAEDAT:US-18:US-05-024:causative:8988	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	9,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:KR-04:KR-02-001	HAEDAT:KR-04:KR-02-001:causative:2632	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	30000000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:KR-04:KR-01-001	HAEDAT:KR-04:KR-01-001:causative:2631	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	29,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:KR-04:KR-03-001	HAEDAT:KR-04:KR-03-001:causative:2634	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	48000000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-16:US-06-003	HAEDAT:US-16:US-06-003:causative:12759	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	125000000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-16:US-06-004	HAEDAT:US-16:US-06-004:causative:12760	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	205,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:KR-04:KR-04-001	HAEDAT:KR-04:KR-04-001:causative:2643	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5800000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:RU-11:RU-04-001	HAEDAT:RU-11:RU-04-001:causative:2644	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	100000000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:RU-11:RU-04-002	HAEDAT:RU-11:RU-04-002:causative:2645	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1000000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:RU-11:RU-05-001	HAEDAT:RU-11:RU-05-001:causative:2646	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	120000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:RU-11:RU-05-002	HAEDAT:RU-11:RU-05-002:causative:2647	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	4500000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:RU-11:RU-06-001	HAEDAT:RU-11:RU-06-001:causative:2648	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	38000000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-006	HAEDAT:US-17:US-06-006:causative:2652	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3.91x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-006	HAEDAT:US-17:US-06-006:causative:2653	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3.27x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-006	HAEDAT:US-17:US-06-006:causative:2654	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.31x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-006	HAEDAT:US-17:US-06-006:causative:2655	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.13x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-006	HAEDAT:US-17:US-06-006:causative:2656	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.53x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-006	HAEDAT:US-17:US-06-006:causative:2657	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.71x10^4	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-006	HAEDAT:US-17:US-06-006:causative:2658	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.33x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-006	HAEDAT:US-17:US-06-006:causative:2659	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.96x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-006	HAEDAT:US-17:US-06-006:causative:2660	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.08x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-006	HAEDAT:US-17:US-06-006:causative:2661	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.31x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-007	HAEDAT:US-17:US-06-007:causative:2662	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2.74x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-007	HAEDAT:US-17:US-06-007:causative:2663	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.87x10^6	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-007	HAEDAT:US-17:US-06-007:causative:2664	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5.86x10^6	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-007	HAEDAT:US-17:US-06-007:causative:2665	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.61x10^7	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-008	HAEDAT:US-17:US-06-008:causative:2666	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.30x10^4	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-008	HAEDAT:US-17:US-06-008:causative:2667	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	4.40x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-008	HAEDAT:US-17:US-06-008:causative:2668	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	6.00x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-008	HAEDAT:US-17:US-06-008:causative:2669	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.87x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-008	HAEDAT:US-17:US-06-008:causative:2670	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3.73x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-008	HAEDAT:US-17:US-06-008:causative:2671	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.90x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-008	HAEDAT:US-17:US-06-008:causative:2672	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.04x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-008	HAEDAT:US-17:US-06-008:causative:2673	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.03x10^4	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-009	HAEDAT:US-17:US-06-009:causative:2674	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.54x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-009	HAEDAT:US-17:US-06-009:causative:2675	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3.38x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-009	HAEDAT:US-17:US-06-009:causative:2676	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2.33x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-009	HAEDAT:US-17:US-06-009:causative:2677	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3.87x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-010	HAEDAT:US-17:US-06-010:causative:2678	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	4.41x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-010	HAEDAT:US-17:US-06-010:causative:2679	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.81x10^4	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-010	HAEDAT:US-17:US-06-010:causative:2680	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2.39x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-010	HAEDAT:US-17:US-06-010:causative:2681	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.45x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-010	HAEDAT:US-17:US-06-010:causative:2682	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.78x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-010	HAEDAT:US-17:US-06-010:causative:2683	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2.45x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-010	HAEDAT:US-17:US-06-010:causative:2684	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.22x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-010	HAEDAT:US-17:US-06-010:causative:2685	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5.73x10^3	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-011	HAEDAT:US-17:US-06-011:causative:2686	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.99x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-011	HAEDAT:US-17:US-06-011:causative:2687	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.23x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-17:US-06-011	HAEDAT:US-17:US-06-011:causative:2688	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1.60x10^6	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
