id	institutionCode	collectionCode	datasetName	basisOfRecord	occurrenceID	occurrenceRemarks	organismQuantity	organismQuantityType	occurrenceStatus	eventID	scientificNameID	scientificName
HAEDAT:US-09:US-91-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-91-003:causative:831				present	HAEDAT:US-09:US-91-003		Leptocylindrus minimus
HAEDAT:US-09:US-91-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-91-003:causative:832				present	HAEDAT:US-09:US-91-003		Cyclotella sp.
HAEDAT:US-09:US-91-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-91-004:causative:833				present	HAEDAT:US-09:US-91-004		Prorocentrum redfieldii
HAEDAT:US-09:US-91-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-91-004:causative:834				present	HAEDAT:US-09:US-91-004		Prorocentrum minimum
HAEDAT:US-09:US-91-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-91-004:causative:835				present	HAEDAT:US-09:US-91-004		Gyrodinium sp.
HAEDAT:US-09:US-91-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-91-004:causative:836				present	HAEDAT:US-09:US-91-004		Euglena sp.
HAEDAT:US-09:US-91-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-91-004:causative:837				present	HAEDAT:US-09:US-91-004		Katodinium rotundatum
HAEDAT:US-09:US-91-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-91-004:causative:838				present	HAEDAT:US-09:US-91-004		Chroomonas spp.
HAEDAT:US-09:US-91-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-91-004:causative:839				present	HAEDAT:US-09:US-91-004		Thalassiosira sp.
HAEDAT:US-09:US-91-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-91-005:causative:840		25,000,000	cells per litre	present	HAEDAT:US-09:US-91-005		Prorocentrum minimum
HAEDAT:US-09:US-91-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-91-006:causative:841		1,000,000,	cells per litre	present	HAEDAT:US-09:US-91-006		Nannochloris atomus
HAEDAT:US-11:US-91-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-11:US-91-007:causative:10379	Previously reported as Pfiesteria, however, Karlodinium is now believed to be the causative species			present	HAEDAT:US-11:US-91-007		Pfiesteria piscicida Steidinger et Burkholder 1996
HAEDAT:US-21:US-91-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-21:US-91-008:causative:9024				present	HAEDAT:US-21:US-91-008		Alexandrium catenella
HAEDAT:US-21:US-91-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-21:US-91-009:causative:844				present	HAEDAT:US-21:US-91-009		Alexandrium catenella
HAEDAT:US-21:US-91-010	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-21:US-91-010:causative:845				present	HAEDAT:US-21:US-91-010		Alexandrium catenella
HAEDAT:US-21:US-91-011	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-21:US-91-011:causative:846				present	HAEDAT:US-21:US-91-011		Alexandrium catenella
HAEDAT:US-21:US-91-012	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-21:US-91-012:causative:847				present	HAEDAT:US-21:US-91-012		Alexandrium catenella
HAEDAT:US-20:US-91-013	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-20:US-91-013:causative:848				present	HAEDAT:US-20:US-91-013		Alexandrium catenella
HAEDAT:US-20:US-91-014	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-20:US-91-014:causative:849				present	HAEDAT:US-20:US-91-014		Alexandrium catenella
HAEDAT:US-22:US-91-015	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-22:US-91-015:causative:850	Probably			present	HAEDAT:US-22:US-91-015		Pseudo-nitzschia australis
HAEDAT:US-23:US-91-015	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-23:US-91-015:causative:850	Probably			present	HAEDAT:US-23:US-91-015		Pseudo-nitzschia australis
HAEDAT:US-25:US-91-016	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-25:US-91-016:causative:851	Suspect.			present	HAEDAT:US-25:US-91-016		Noctiluca sp.
HAEDAT:US-25:US-91-017	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-25:US-91-017:causative:852	Suspect.			present	HAEDAT:US-25:US-91-017		Noctiluca sp.
HAEDAT:US-25:US-91-018	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-25:US-91-018:causative:853	Suspect.			present	HAEDAT:US-25:US-91-018		Noctiluca sp.
HAEDAT:US-25:US-91-019	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-25:US-91-019:causative:854	Suspect.			present	HAEDAT:US-25:US-91-019		Noctiluca sp.
HAEDAT:US-25:US-91-022	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-25:US-91-022:causative:9023	Suspect.			present	HAEDAT:US-25:US-91-022		Noctiluca sp.
HAEDAT:US-26:US-91-023	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-26:US-91-023:causative:856	Suspect.			present	HAEDAT:US-26:US-91-023		Noctiluca sp.
HAEDAT:US-25:US-91-024	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-25:US-91-024:causative:857	Suspect.			present	HAEDAT:US-25:US-91-024		Noctiluca sp.
HAEDAT:US-20:US-91-034	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-20:US-91-034:causative:12978	Few cells were found.			present	HAEDAT:US-20:US-91-034		Nitzschia pungens f. multiseries
HAEDAT:US-20:US-91-034	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-20:US-91-034:causative:12977				present	HAEDAT:US-20:US-91-034		Pseudo-nitzschia australis
HAEDAT:US-21:US-91-034	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-21:US-91-034:causative:12978	Few cells were found.			present	HAEDAT:US-21:US-91-034		Nitzschia pungens f. multiseries
HAEDAT:US-21:US-91-034	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-21:US-91-034:causative:12977				present	HAEDAT:US-21:US-91-034		Pseudo-nitzschia australis
HAEDAT:US-16:US-92-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-16:US-92-001:causative:8961				present	HAEDAT:US-16:US-92-001		Gymnodinium breve
HAEDAT:US-02:US-92-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-02:US-92-002:causative:151				present	HAEDAT:US-02:US-92-002		Alexandrium tamarense
HAEDAT:US-01:US-92-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-01:US-92-003:causative:152				present	HAEDAT:US-01:US-92-003		Alexandrium tamarense
HAEDAT:US-06:US-92-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-06:US-92-004:causative:154	Variety not yet detemined.			present	HAEDAT:US-06:US-92-004		Alexandrium sp.
HAEDAT:US-10:US-92-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-10:US-92-006:causative:156		100,000 -	cells per litre	present	HAEDAT:US-10:US-92-006		Cochlodinium heterolobatum
HAEDAT:US-10:US-92-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-10:US-92-007:causative:157		10,000 - 1	cells per litre	present	HAEDAT:US-10:US-92-007		Noctiluca scintillans
HAEDAT:US-10:US-92-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-10:US-92-008:causative:158		100,000 -	cells per litre	present	HAEDAT:US-10:US-92-008		Cochlodinium heterolobatum
HAEDAT:US-11:US-92-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-11:US-92-008:causative:158		100,000 -	cells per litre	present	HAEDAT:US-11:US-92-008		Cochlodinium heterolobatum
HAEDAT:US-10:US-92-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-10:US-92-009:causative:159		100,000 -	cells per litre	present	HAEDAT:US-10:US-92-009		Gymnodinium nelsonii
HAEDAT:US-10:US-92-010	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-10:US-92-010:causative:160		100,000 -	cells per litre	present	HAEDAT:US-10:US-92-010		Ceratium furca
HAEDAT:US-08:US-92-011	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-08:US-92-011:causative:161		>1,000,000	cells per litre	present	HAEDAT:US-08:US-92-011		Aureococcus anophagefferens
HAEDAT:AR-17:AR-00-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:AR-17:AR-00-006:causative:11379		22.10^3	cells per litre	present	HAEDAT:AR-17:AR-00-006		Alexandrium tamarense (Lebour) Balech 1985
HAEDAT:AR-01:AR-93-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:AR-01:AR-93-005:causative:11377		3.45x10^5	cells per litre	present	HAEDAT:AR-01:AR-93-005		Alexandrium tamarense
HAEDAT:AR-17:AR-88-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:AR-17:AR-88-001:causative:11378		750000	cells per litre	present	HAEDAT:AR-17:AR-88-001		Alexandrium tamarense (Lebour) Balech 1985
HAEDAT:US-11:US-92-014	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-11:US-92-014:causative:10380	Previously reported as Pfiesteria, however, Karlodinium spp. is now believed to be the causative organism			present	HAEDAT:US-11:US-92-014		Pfiesteria piscicida
HAEDAT:US-21:US-92-015	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-21:US-92-015:causative:166				present	HAEDAT:US-21:US-92-015		Alexandrium catenella
HAEDAT:US-21:US-92-016	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-21:US-92-016:causative:167				present	HAEDAT:US-21:US-92-016		Alexandrium catenella
HAEDAT:US-22:US-92-019	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-22:US-92-019:causative:1600	not confirmed			present	HAEDAT:US-22:US-92-019		Alexandrium catenella
HAEDAT:US-22:US-92-020	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-22:US-92-020:causative:1601	not confirmed			present	HAEDAT:US-22:US-92-020		Alexandrium catenella
HAEDAT:US-23:US-92-021	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-23:US-92-021:causative:168	Not confirmed			present	HAEDAT:US-23:US-92-021		Alexandrium catenella
HAEDAT:US-25:US-92-022	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-25:US-92-022:causative:1602	Suspect			present	HAEDAT:US-25:US-92-022		Noctiluca sp.
HAEDAT:US-25:US-92-023	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-25:US-92-023:causative:1603	Probably			present	HAEDAT:US-25:US-92-023		Noctiluca sp.
HAEDAT:US-25:US-92-024	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-25:US-92-024:causative:1604	Probably			present	HAEDAT:US-25:US-92-024		Alexandrium sp.
HAEDAT:US-02:US-93-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-02:US-93-001:causative:797				present	HAEDAT:US-02:US-93-001		Alexandrium tamarense
HAEDAT:US-01:US-93-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-01:US-93-002:causative:798				present	HAEDAT:US-01:US-93-002		Alexandrium tamarense
HAEDAT:US-03:US-93-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-03:US-93-003:causative:799		100 - 1,00	cells per litre	present	HAEDAT:US-03:US-93-003		Alexandrium fundyense
HAEDAT:US-06:US-93-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-06:US-93-004:causative:1605				present	HAEDAT:US-06:US-93-004		Alexandrium fundyense
HAEDAT:US-06:US-93-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-06:US-93-004:causative:1842				present	HAEDAT:US-06:US-93-004		Alexandrium tamarense
HAEDAT:US-08:US-93-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-08:US-93-005:causative:800	West Neck Bay	6,500,000	cells per litre	present	HAEDAT:US-08:US-93-005		Aureococcus anophagefferens
HAEDAT:US-08:US-93-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-08:US-93-005:causative:801	Coecles Harbor	13,000,000	cells per litre	present	HAEDAT:US-08:US-93-005		Aureococcus anophagefferens
HAEDAT:AR-36:AR-07-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:AR-36:AR-07-001:causative:11390		31600	cells per litre	present	HAEDAT:AR-36:AR-07-001	urn:lsid:marinespecies.org:taxname:146557	Microcystis spp.
HAEDAT:US-11:US-93-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-11:US-93-008:causative:10381	Previously reported as Pfiesteria, however, Karlodinium spp. is now believed to be the causative organism			present	HAEDAT:US-11:US-93-008		Pfiesteria piscicida
HAEDAT:US-21:US-93-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-21:US-93-009:causative:805				present	HAEDAT:US-21:US-93-009		Alexandrium catenella
HAEDAT:US-23:US-93-011	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-23:US-93-011:causative:806				present	HAEDAT:US-23:US-93-011		Alexandrium catenella
HAEDAT:US-24:US-93-011	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-24:US-93-011:causative:806				present	HAEDAT:US-24:US-93-011		Alexandrium catenella
HAEDAT:US-22:US-93-012	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-22:US-93-012:causative:1607	Not confirmed			present	HAEDAT:US-22:US-93-012		Alexandrium catenella
HAEDAT:US-22:US-93-014	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-22:US-93-014:causative:1608	Not confirmed			present	HAEDAT:US-22:US-93-014		Alexandrium catenella
HAEDAT:US-25:US-93-015	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-25:US-93-015:causative:1609	Suspect			present	HAEDAT:US-25:US-93-015		Alexandrium spp.
HAEDAT:US-26:US-93-016	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-26:US-93-016:causative:1610	Suspect			present	HAEDAT:US-26:US-93-016		Alexandrium spp.
HAEDAT:US-25:US-93-017	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-25:US-93-017:causative:1410	Suspect			present	HAEDAT:US-25:US-93-017		Alexandrium spp.
HAEDAT:US-09:US-93-018	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-93-018:causative:155	Dominant species	100,000,00	cells per litre	present	HAEDAT:US-09:US-93-018		Katodinium rotundatum
HAEDAT:US-01:US-94-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-01:US-94-001:causative:548				present	HAEDAT:US-01:US-94-001		Alexandrium tamarense
HAEDAT:US-02:US-94-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-02:US-94-002:causative:549				present	HAEDAT:US-02:US-94-002		Alexandrium tamarense
HAEDAT:US-06:US-94-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-06:US-94-003:causative:550				present	HAEDAT:US-06:US-94-003		Alexandrium fundyense
HAEDAT:US-06:US-94-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-06:US-94-003:causative:1855				present	HAEDAT:US-06:US-94-003		Alexandrium tamarense
HAEDAT:CL-14:CL-02-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:CL-14:CL-02-002:causative:11433	is suspected but no identification were done			present	HAEDAT:CL-14:CL-02-002		Alexandrium catenella
HAEDAT:CL-16:CL-91-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:CL-16:CL-91-003:causative:11438				present	HAEDAT:CL-16:CL-91-003		Alexandrium catenella
HAEDAT:US-08:US-94-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-08:US-94-005:causative:553	May-June.	200,000,00	cells per litre	present	HAEDAT:US-08:US-94-005		Aureococcus anophagefferens
HAEDAT:US-08:US-94-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-08:US-94-005:causative:554	Early September.	380,000,00	cells per litre	present	HAEDAT:US-08:US-94-005		Aureococcus anophagefferens
HAEDAT:US-08:US-94-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-08:US-94-006:causative:555	Late June	1,000,000,	cells per litre	present	HAEDAT:US-08:US-94-006		Aureococcus anophagefferens
HAEDAT:US-08:US-94-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-08:US-94-006:causative:556	Mid-August	12,000,000	cells per litre	present	HAEDAT:US-08:US-94-006		Aureococcus anophagefferens
HAEDAT:US-09:US-94-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-94-007:causative:557	Euglena/Eutrepia spp.			present	HAEDAT:US-09:US-94-007		Euglena sp.
HAEDAT:US-09:US-94-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-94-007:causative:558				present	HAEDAT:US-09:US-94-007		Chaetoceros spp.
HAEDAT:US-09:US-94-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-94-007:causative:559				present	HAEDAT:US-09:US-94-007		Thalassiosira sp.
HAEDAT:US-09:US-94-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-94-007:causative:560				present	HAEDAT:US-09:US-94-007		Skeletonema costatum
HAEDAT:US-09:US-94-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-94-008:causative:561		>500,000,0	cells per litre	present	HAEDAT:US-09:US-94-008		Nannochloris atomus
HAEDAT:US-09:US-94-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-94-009:causative:562	8 August.			present	HAEDAT:US-09:US-94-009	urn:lsid:marinespecies.org:taxname:149142	Navicula sp.
HAEDAT:US-09:US-94-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-94-009:causative:563	8 August			present	HAEDAT:US-09:US-94-009		Chaetoceros spp.
HAEDAT:US-09:US-94-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-94-009:causative:564	dominant.			present	HAEDAT:US-09:US-94-009		Prorocentrum minimum
HAEDAT:US-09:US-94-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-94-009:causative:565				present	HAEDAT:US-09:US-94-009		Prorocentrum redfieldii
HAEDAT:US-09:US-94-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-94-009:causative:566				present	HAEDAT:US-09:US-94-009		Polykrikos kofoidii
HAEDAT:US-16:US-94-010	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-16:US-94-010:causative:567		7,100,000,	cells per litre	present	HAEDAT:US-16:US-94-010		Synechococcus elongatus
HAEDAT:US-17:US-94-012	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-17:US-94-012:causative:569	Heterosigma cf. Akashiwo. Nearest shore.	10,000	cells per litre	present	HAEDAT:US-17:US-94-012		Heterosigma sp.
HAEDAT:US-17:US-94-012	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-17:US-94-012:causative:570	Heterosigma cf. Akashiwo. Offshore.	5,000,000	cells per litre	present	HAEDAT:US-17:US-94-012		Heterosigma sp.
HAEDAT:US-17:US-94-013	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-17:US-94-013:causative:571		10,000,000	cells per litre	present	HAEDAT:US-17:US-94-013		Pseudo-nitzschia spp.
HAEDAT:US-17:US-94-014	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-17:US-94-014:causative:572		5,400,000	cells per litre	present	HAEDAT:US-17:US-94-014		Gymnodinium sanguineum
HAEDAT:US-18:US-94-015	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-18:US-94-015:causative:573				present	HAEDAT:US-18:US-94-015		Gymnodinium sanguineum
HAEDAT:US-18:US-94-015	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-18:US-94-015:causative:574				present	HAEDAT:US-18:US-94-015		Heterosigma carterae
HAEDAT:US-21:US-94-017	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-21:US-94-017:causative:575				present	HAEDAT:US-21:US-94-017		Alexandrium catenella
HAEDAT:US-22:US-94-018	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-22:US-94-018:causative:576	Not confirmed.			present	HAEDAT:US-22:US-94-018		Alexandrium catenella
HAEDAT:US-22:US-94-020	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-22:US-94-020:causative:577	Not confirmed			present	HAEDAT:US-22:US-94-020		Alexandrium catenella
HAEDAT:US-24:US-94-021	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-24:US-94-021:causative:578				present	HAEDAT:US-24:US-94-021		Heterosigma carterae
HAEDAT:US-24:US-94-022	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-24:US-94-022:causative:1411	Not confirmed			present	HAEDAT:US-24:US-94-022		Alexandrium catenella
HAEDAT:US-24:US-94-023	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-24:US-94-023:causative:579				present	HAEDAT:US-24:US-94-023		Pseudo-nitzschia pungens f. multiseries
HAEDAT:US-26:US-94-025	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-26:US-94-025:causative:580				present	HAEDAT:US-26:US-94-025		Alexandrium sp.
HAEDAT:US-26:US-94-026	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-26:US-94-026:causative:581				present	HAEDAT:US-26:US-94-026		Alexandrium sp.
HAEDAT:US-26:US-94-027	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-26:US-94-027:causative:10378				present	HAEDAT:US-26:US-94-027		Alexandrium sp.
HAEDAT:US-26:US-94-028	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-26:US-94-028:causative:583				present	HAEDAT:US-26:US-94-028		Alexandrium sp.
HAEDAT:US-01:US-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-01:US-95-001:causative:469				present	HAEDAT:US-01:US-95-001		Alexandrium tamarense
HAEDAT:US-02:US-95-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-02:US-95-002:causative:470				present	HAEDAT:US-02:US-95-002		Alexandrium tamarense
HAEDAT:CL-11:CL-92-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:CL-11:CL-92-001:causative:11442				present	HAEDAT:CL-11:CL-92-001		Alexandrium catenella
HAEDAT:CL-30:CL-92-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:CL-30:CL-92-002:causative:11444				present	HAEDAT:CL-30:CL-92-002		Alexandrium catenella
HAEDAT:CL-05:CL-91-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:CL-05:CL-91-004:causative:11439				present	HAEDAT:CL-05:CL-91-004		Alexandrium catenella
HAEDAT:CL-16:CL-91-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:CL-16:CL-91-005:causative:11440				present	HAEDAT:CL-16:CL-91-005		Alexandrium catenella
HAEDAT:US-08:US-95-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-08:US-95-005:causative:473	late June to mid July.	<100,000,0	cells per litre	present	HAEDAT:US-08:US-95-005		Aureococcus anophagefferens
HAEDAT:US-09:US-95-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-95-006:causative:474				present	HAEDAT:US-09:US-95-006		Skeletonema costatum
HAEDAT:US-09:US-95-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-95-006:causative:475				present	HAEDAT:US-09:US-95-006		Thalassiosira gravida
HAEDAT:US-09:US-95-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-95-006:causative:476				present	HAEDAT:US-09:US-95-006		Thalassiosira nordenskioldii
HAEDAT:US-09:US-95-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-95-006:causative:477				present	HAEDAT:US-09:US-95-006		Cerataulina pelagica
HAEDAT:US-09:US-95-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-95-006:causative:478				present	HAEDAT:US-09:US-95-006		Rhizosolenia delicatula
HAEDAT:US-09:US-95-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-95-006:causative:479				present	HAEDAT:US-09:US-95-006		Olisthodiscus luteus
HAEDAT:US-09:US-95-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-95-006:causative:480				present	HAEDAT:US-09:US-95-006		Katodinium rotundatum
HAEDAT:US-09:US-95-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-95-006:causative:481				present	HAEDAT:US-09:US-95-006		Prorocentrum spp.
HAEDAT:US-09:US-95-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-95-006:causative:482				present	HAEDAT:US-09:US-95-006		Eutreptia lanowii
HAEDAT:US-09:US-95-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-95-007:causative:215				present	HAEDAT:US-09:US-95-007		Skeletonema costatum
HAEDAT:US-09:US-95-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-95-007:causative:216				present	HAEDAT:US-09:US-95-007		Thalassiosira gravida
HAEDAT:US-09:US-95-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-09:US-95-007:causative:483				present	HAEDAT:US-09:US-95-007		Thalassiosira nordenskioldii
